Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
12960,BHUJ DADAR E,5,AAR,ADESAR,21:26:00,21:28:00,169,BHUJ,NEW BHUJ,DDR,DADAR
59425,BHUJ - PNU P,18,AAR,ADESAR,10:34:00,10:36:00,169,BHUJ,NEW BHUJ,PNU,PALANPUR JN
12959,DADAR BHUJ E,16,AAR,ADESAR,13:45:00,13:47:00,802,DDR,DADAR,BHUJ,NEW BHUJ
19152,GIMB PNU EXP,8,AAR,ADESAR,08:03:00,08:05:00,111,GIMB,GANDHIDHAM JN.,PNU,PALANPUR JN
19151,GIMB - PNU,10,AAR,ADESAR,18:43:00,18:45:00,188,PNU,PALANPUR JN,GIMB,GANDHIDHAM JN.
59426,PNU - BHUJ P,21,AAR,ADESAR,17:16:00,17:18:00,188,PNU,PALANPUR JN,BHUJ,NEW BHUJ
59547,OKHA PASSENG,4,ABD,AMBLI ROAD,12:27:00,12:29:00,16,ADI,AHMEDABAD,OKHA,OKHA
19015,SAURASHTRA E,46,ABD,AMBLI ROAD,20:32:00,20:34:00,507,BCT,MUMBAI CENTRAL,PBR,PORBANDAR
19215,SAURASHTRA E,46,ABD,AMBLI ROAD,20:30:00,20:32:00,507,BCT,MUMBAI CENTRAL,PBR,PORBANDAR
59049,VALSAD VG  P,57,ABD,AMBLI ROAD,18:58:00,19:00:00,314,BL,VALSAD,VG,VIRAMGAM JN
59548,OKHA ADI PAS,42,ABD,AMBLI ROAD,12:52:00,12:54:00,478,OKHA,OKHA,ADI,AHMEDABAD
19016,SAURASHTRA E,18,ABD,AMBLI ROAD,05:20:00,05:24:00,450,PBR,PORBANDAR,BCT,MUMBAI CENTRAL
59050,VG VALSAD PA,6,ABD,AMBLI ROAD,08:45:00,08:47:00,48,VG,VIRAMGAM JN,BL,VALSAD
59440,AHMADABAD PA,40,ACL,ANCHELI,08:23:00,08:24:00,270,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
59442,AHMEDABAD PA,51,ACL,ANCHELI,22:36:00,22:37:00,270,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
59439,AHMADABAD PA,29,ACL,ANCHELI,18:52:00,18:53:00,220,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59441,AHMEDABAD PA,25,ACL,ANCHELI,04:49:00,04:50:00,220,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
69150,BH VIRAR,19,ACL,ANCHELI,17:22:00,17:23:00,100,BH,BHARUCH JN.,VR,VIRAR
59049,VALSAD VG  P,6,ACL,ANCHELI,06:42:00,06:43:00,27,BL,VALSAD,VG,VIRAMGAM JN
69151,BL - ST MEMU,6,ACL,ANCHELI,15:58:00,16:00:00,27,BL,VALSAD,ST,SURAT
69139,BVI ST MEMU,27,ACL,ANCHELI,11:45:00,11:46:00,191,BVI,BORIVLI,ST,SURAT
69141,SJN-ST MEMU,14,ACL,ANCHELI,08:29:00,08:30:00,75,SJN,SANJAN,ST,SURAT
59038,SURAT VR PAS,8,ACL,ANCHELI,05:13:00,05:14:00,41,ST,SURAT,VR,VIRAR
59048,SURAT BL PAS,8,ACL,ANCHELI,19:14:00,19:15:00,41,ST,SURAT,BL,VALSAD
69140,SURAT VR,8,ACL,ANCHELI,19:14:00,19:15:00,41,ST,SURAT,VR,VIRAR
69142,ST-SJN MEMU,9,ACL,ANCHELI,18:17:00,18:18:00,41,ST,SURAT,SJN,SANJAN
69152,ST  - BL MEM,8,ACL,ANCHELI,10:13:00,10:14:00,41,ST,SURAT,BL,VALSAD
59050,VG VALSAD PA,57,ACL,ANCHELI,19:50:00,19:51:00,335,VG,VIRAMGAM JN,BL,VALSAD
59037,VIRAR ST PAS,23,ACL,ANCHELI,22:16:00,22:18:00,165,VR,VIRAR,ST,SURAT
69149,VIRAR BH,23,ACL,ANCHELI,08:02:00,08:05:00,165,VR,VIRAR,BH,BHARUCH JN.
59440,AHMADABAD PA,13,ADD,ADAS ROAD,01:34:00,01:35:00,74,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
59442,AHMEDABAD PA,15,ADD,ADAS ROAD,14:55:00,14:56:00,74,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
69102,ADI - BRC ME,15,ADD,ADAS ROAD,18:57:00,18:58:00,74,ADI,AHMEDABAD,BRC,VADODARA JN.
69108,ADI-BRC MEMU,15,ADD,ADAS ROAD,09:57:00,09:58:00,74,ADI,AHMEDABAD,BRC,VADODARA JN.
69114,ADI-BRC MEMU,15,ADD,ADAS ROAD,07:18:00,07:19:00,74,ADI,AHMEDABAD,BRC,VADODARA JN.
59162,ANND BHARUCH,3,ADD,ADAS ROAD,18:00:00,18:01:00,10,ANND,ANAND JN.,BH,BHARUCH JN.
69104,ANND - BRC M,3,ADD,ADAS ROAD,04:19:00,04:20:00,10,ANND,ANAND JN.,BRC,VADODARA JN.
69138,ANND BRC MEM,3,ADD,ADAS ROAD,21:30:00,21:31:00,10,ANND,ANAND JN.,BRC,VADODARA JN.
59439,AHMADABAD PA,58,ADD,ADAS ROAD,01:30:00,01:31:00,416,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59441,AHMEDABAD PA,60,ADD,ADAS ROAD,12:03:00,12:04:00,416,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59161,BHARUCH ANND,18,ADD,ADAS ROAD,08:35:00,08:36:00,95,BH,BHARUCH JN.,ANND,ANAND JN.
59049,VALSAD VG  P,40,ADD,ADAS ROAD,13:29:00,13:31:00,222,BL,VALSAD,VG,VIRAMGAM JN
69101,BRC-ADI MEMU,6,ADD,ADAS ROAD,06:41:00,06:42:00,25,BRC,VADODARA JN.,ADI,AHMEDABAD
69107,BRC - ADI ME,6,ADD,ADAS ROAD,21:09:00,21:10:00,25,BRC,VADODARA JN.,ADI,AHMEDABAD
69113,BRC-ADI MEMU,6,ADD,ADAS ROAD,20:38:00,20:39:00,25,BRC,VADODARA JN.,ADI,AHMEDABAD
69115,BRC-ADI MEMU,6,ADD,ADAS ROAD,09:32:00,09:33:00,25,BRC,VADODARA JN.,ADI,AHMEDABAD
69137,BRC ANND MEM,6,ADD,ADAS ROAD,23:41:00,23:42:00,25,BRC,VADODARA JN.,ANND,ANAND JN.
59050,VG VALSAD PA,23,ADD,ADAS ROAD,12:48:00,12:49:00,140,VG,VIRAMGAM JN,BL,VALSAD
59421,RJT VRL PASS,20,ADE,ADRI ROAD,12:02:00,12:03:00,175,RJT,RAJKOT,VRL,VERAVAL
59423,RJT SMNH PAS,20,ADE,ADRI ROAD,22:54:00,22:55:00,175,RJT,RAJKOT,SMNH,SOMNATH
59507,RJT- SMNH PA,16,ADE,ADRI ROAD,09:04:00,09:05:00,175,RJT,RAJKOT,SMNH,SOMNATH
59422,SMNH RJT PAS,3,ADE,ADRI ROAD,04:50:00,04:51:00,14,SMNH,SOMNATH,RJT,RAJKOT
59508,SMNH -RJT PA,3,ADE,ADRI ROAD,11:32:00,11:33:00,14,SMNH,SOMNATH,RJT,RAJKOT
59424,VRL  - RJT P,2,ADE,ADRI ROAD,17:36:00,17:37:00,9,VRL,VERAVAL,RJT,RAJKOT
93009,ADH-DRD,1,ADH,ANDHERI,07:38:00,07:38:00,0,ADH,ANDHERI,DRD,DAHANU ROAD
22928,LOK SHAKTI E,16,ADH,ANDHERI,05:24:00,05:26:00,473,ADI,AHMEDABAD,BDTS,BANDRA TERMINUS
12921,FLYING RANEE,2,ADH,ANDHERI,18:16:00,18:19:00,17,BCT,MUMBAI CENTRAL,ST,SURAT
59439,AHMADABAD PA,3,ADH,ANDHERI,12:52:00,12:54:00,17,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
12935,BDTS SURAT E,2,ADH,ANDHERI,07:06:00,07:08:00,6,BDTS,BANDRA TERMINUS,ST,SURAT
12971,BHAVNAGAR EX,2,ADH,ANDHERI,21:45:00,21:47:00,6,BDTS,BANDRA TERMINUS,BVC,BHAVNAGAR TERMINUS
22927,LOK SHAKTI E,2,ADH,ANDHERI,19:55:00,19:58:00,6,BDTS,BANDRA TERMINUS,ADI,AHMEDABAD
59045,VAPI PASSENG,2,ADH,ANDHERI,09:40:00,09:42:00,6,BDTS,BANDRA TERMINUS,VAPI,VAPI
59046,BL BDTS PASS,22,ADH,ANDHERI,20:41:00,20:43:00,176,BL,VALSAD,BDTS,BANDRA TERMINUS
12972,BVC BDTS EXP,19,ADH,ANDHERI,08:16:00,08:18:00,771,BVC,BHAVNAGAR TERMINUS,BDTS,BANDRA TERMINUS
93103,DDR-DRD,5,ADH,ANDHERI,05:31:00,05:32:00,21,CCG,CHURCHGATE,DRD,DAHANU ROAD
93002,DRD-BVI,2,ADH,ANDHERI,07:34:00,07:34:00,101,DRD,DAHANU ROAD,ADH,ANDHERI
19218,SAU JANATA E,32,ADH,ANDHERI,05:13:00,05:15:00,801,JAM,JAMNAGAR,BDTS,BANDRA TERMINUS
12922,FLYING RANEE,13,ADH,ANDHERI,09:32:00,09:34:00,244,ST,SURAT,BCT,MUMBAI CENTRAL
12936,SURAT BDTS E,9,ADH,ANDHERI,19:48:00,19:54:00,244,ST,SURAT,BDTS,BANDRA TERMINUS
12010,SHATABDI EXP,1,ADI,AHMEDABAD,14:40:00,14:40:00,0,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
12268,BCT DURONTO,1,ADI,AHMEDABAD,23:40:00,23:40:00,0,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
12902,GUJARAT MAIL,1,ADI,AHMEDABAD,22:00:00,22:00:00,0,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
12932,BCT DOUBLEDE,1,ADI,AHMEDABAD,06:00:00,06:00:00,0,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
12934,KARNAVATI EX,1,ADI,AHMEDABAD,04:55:00,04:55:00,0,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
19034,GUJARAT QUEE,1,ADI,AHMEDABAD,18:10:00,18:10:00,0,ADI,AHMEDABAD,BL,VALSAD
19036,ADI BRC INTE,1,ADI,AHMEDABAD,14:20:00,14:20:00,0,ADI,AHMEDABAD,BRC,VADODARA JN.
19119,ADI SMNH EXP,1,ADI,AHMEDABAD,10:40:00,10:40:00,0,ADI,AHMEDABAD,SMNH,SOMNATH
22928,LOK SHAKTI E,1,ADI,AHMEDABAD,21:10:00,21:10:00,0,ADI,AHMEDABAD,BDTS,BANDRA TERMINUS
22954,GUJARAT EXPR,1,ADI,AHMEDABAD,07:00:00,07:00:00,0,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
22957,SOMNATH EXPR,1,ADI,AHMEDABAD,22:10:00,22:10:00,0,ADI,AHMEDABAD,VRL,VERAVAL
59440,AHMADABAD PA,1,ADI,AHMEDABAD,23:10:00,23:10:00,0,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
59442,AHMEDABAD PA,1,ADI,AHMEDABAD,12:40:00,12:40:00,0,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
59473,ADI - PTN PA,1,ADI,AHMEDABAD,03:30:00,03:30:00,0,ADI,AHMEDABAD,PTN,PATAN
59547,OKHA PASSENG,1,ADI,AHMEDABAD,12:00:00,12:00:00,0,ADI,AHMEDABAD,OKHA,OKHA
59550,SANKALP FAST,1,ADI,AHMEDABAD,15:10:00,15:10:00,0,ADI,AHMEDABAD,BRC,VADODARA JN.
69102,ADI - BRC ME,1,ADI,AHMEDABAD,16:50:00,16:50:00,0,ADI,AHMEDABAD,BRC,VADODARA JN.
69106,ADI-ANND MEM,1,ADI,AHMEDABAD,00:45:00,00:45:00,0,ADI,AHMEDABAD,ANND,ANAND JN.
69108,ADI-BRC MEMU,1,ADI,AHMEDABAD,08:10:00,08:10:00,0,ADI,AHMEDABAD,BRC,VADODARA JN.
69114,ADI-BRC MEMU,1,ADI,AHMEDABAD,05:20:00,05:20:00,0,ADI,AHMEDABAD,BRC,VADODARA JN.
69116,ADI - ANND M,1,ADI,AHMEDABAD,02:25:00,02:25:00,0,ADI,AHMEDABAD,ANND,ANAND JN.
69128,ADI-ANND MEM,1,ADI,AHMEDABAD,13:40:00,13:40:00,0,ADI,AHMEDABAD,ANND,ANAND JN.
69130,ADI-ANND MEM,1,ADI,AHMEDABAD,19:10:00,19:10:00,0,ADI,AHMEDABAD,ANND,ANAND JN.
69131,ADI - GNC ME,1,ADI,AHMEDABAD,12:10:00,12:10:00,0,ADI,AHMEDABAD,GNC,GANDHINAGAR CAPITAL
79430,ADI-ANND DMU,1,ADI,AHMEDABAD,01:50:00,01:50:00,0,ADI,AHMEDABAD,ANND,ANAND JN.
79431,ADI-MSH DMU,1,ADI,AHMEDABAD,15:15:00,15:15:00,0,ADI,AHMEDABAD,MSH,MAHESANA JN
79433,ADI- PTN DEM,1,ADI,AHMEDABAD,18:50:00,18:50:00,0,ADI,AHMEDABAD,PTN,PATAN
79435,ADI- PTN DEM,1,ADI,AHMEDABAD,10:25:00,10:25:00,0,ADI,AHMEDABAD,PTN,PATAN
69105,ANND-ADI MEM,13,ADI,AHMEDABAD,05:10:00,05:10:00,63,ANND,ANAND JN.,ADI,AHMEDABAD
69127,ANND-ADI MEM,13,ADI,AHMEDABAD,18:45:00,18:45:00,63,ANND,ANAND JN.,ADI,AHMEDABAD
69129,ANND-ADI MEM,13,ADI,AHMEDABAD,07:35:00,07:35:00,63,ANND,ANAND JN.,ADI,AHMEDABAD
69191,ANND-GNC MEM,13,ADI,AHMEDABAD,20:05:00,20:15:00,63,ANND,ANAND JN.,GNC,GANDHINAGAR CAPITAL
79429,ANND-ADI DMU,5,ADI,AHMEDABAD,00:30:00,00:30:00,63,ANND,ANAND JN.,ADI,AHMEDABAD
12009,SHATABDI EXP,9,ADI,AHMEDABAD,12:45:00,12:45:00,490,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
12267,ADI DURONTO,2,ADI,AHMEDABAD,05:55:00,05:55:00,490,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
12901,GUJARAT MAIL,14,ADI,AHMEDABAD,06:35:00,06:35:00,490,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
12931,ADI DOUBLE D,11,ADI,AHMEDABAD,21:40:00,21:40:00,490,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
12933,KARNAVATI EX,11,ADI,AHMEDABAD,21:25:00,21:25:00,490,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
19015,SAURASHTRA E,43,ADI,AHMEDABAD,19:45:00,20:05:00,490,BCT,MUMBAI CENTRAL,PBR,PORBANDAR
19215,SAURASHTRA E,43,ADI,AHMEDABAD,19:45:00,20:05:00,490,BCT,MUMBAI CENTRAL,PBR,PORBANDAR
22945,SAURASHTRA M,12,ADI,AHMEDABAD,05:35:00,05:55:00,490,BCT,MUMBAI CENTRAL,OKHA,OKHA
22953,GUJARAT EXPR,27,ADI,AHMEDABAD,14:40:00,14:40:00,490,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59439,AHMADABAD PA,72,ADI,AHMEDABAD,04:00:00,04:00:00,490,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59441,AHMEDABAD PA,74,ADI,AHMEDABAD,14:55:00,14:55:00,490,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
9433,BDTS GIMB WE,9,ADI,AHMEDABAD,08:25:00,08:55:00,480,BDTS,BANDRA TERMINUS,GIMB,GANDHIDHAM JN.
12971,BHAVNAGAR EX,10,ADI,AHMEDABAD,04:55:00,05:15:00,480,BDTS,BANDRA TERMINUS,BVC,BHAVNAGAR TERMINUS
19217,SAU JANATA E,18,ADI,AHMEDABAD,02:00:00,02:20:00,480,BDTS,BANDRA TERMINUS,JAM,JAMNAGAR
22903,BHUJ AC S F,5,ADI,AHMEDABAD,06:20:00,06:40:00,480,BDTS,BANDRA TERMINUS,BHUJ,NEW BHUJ
22927,LOK SHAKTI E,22,ADI,AHMEDABAD,04:20:00,04:20:00,480,BDTS,BANDRA TERMINUS,ADI,AHMEDABAD
22935,BDTS PIT  SF,6,ADI,AHMEDABAD,00:02:00,00:12:00,480,BDTS,BANDRA TERMINUS,PIT,PALITANA
22951,GANDHIDHAM E,7,ADI,AHMEDABAD,07:55:00,08:15:00,480,BDTS,BANDRA TERMINUS,GIMB,GANDHIDHAM JN.
22955,KUTCH EXPRES,12,ADI,AHMEDABAD,01:45:00,02:05:00,480,BDTS,BANDRA TERMINUS,BHUJ,NEW BHUJ
22963,BDTS BVC SF,11,ADI,AHMEDABAD,00:02:00,00:10:00,480,BDTS,BANDRA TERMINUS,BVC,BHAVNAGAR TERMINUS
22989,BDTS MHV WEE,7,ADI,AHMEDABAD,19:10:00,19:30:00,480,BDTS,BANDRA TERMINUS,MHV,MAHUVA
22991,BDTS VRL SF,6,ADI,AHMEDABAD,20:35:00,20:55:00,480,BDTS,BANDRA TERMINUS,VRL,VERAVAL
22993,BDTS MHV SF,7,ADI,AHMEDABAD,00:15:00,00:35:00,480,BDTS,BANDRA TERMINUS,MHV,MAHUVA
12960,BHUJ DADAR E,13,ADI,AHMEDABAD,04:00:00,04:20:00,487,BHUJ,NEW BHUJ,DDR,DADAR
19116,BHUJ DDR EXP,11,ADI,AHMEDABAD,05:15:00,05:35:00,358,BHUJ,NEW BHUJ,DDR,DADAR
22904,BDTS AC S F,4,ADI,AHMEDABAD,22:10:00,22:30:00,358,BHUJ,NEW BHUJ,BDTS,BANDRA TERMINUS
22956,KUTCH EXPRES,11,ADI,AHMEDABAD,02:50:00,03:10:00,358,BHUJ,NEW BHUJ,BDTS,BANDRA TERMINUS
19033,GUJARAT QUEE,27,ADI,AHMEDABAD,10:25:00,10:25:00,297,BL,VALSAD,ADI,AHMEDABAD
59049,VALSAD VG  P,54,ADI,AHMEDABAD,17:55:00,18:30:00,297,BL,VALSAD,VG,VIRAMGAM JN
19035,BRC ADI INTE,10,ADI,AHMEDABAD,20:30:00,20:30:00,99,BRC,VADODARA JN.,ADI,AHMEDABAD
59549,SANKALP FAST,8,ADI,AHMEDABAD,10:40:00,10:40:00,99,BRC,VADODARA JN.,ADI,AHMEDABAD
69101,BRC-ADI MEMU,20,ADI,AHMEDABAD,08:50:00,08:50:00,99,BRC,VADODARA JN.,ADI,AHMEDABAD
69107,BRC - ADI ME,20,ADI,AHMEDABAD,23:30:00,23:30:00,99,BRC,VADODARA JN.,ADI,AHMEDABAD
69113,BRC-ADI MEMU,20,ADI,AHMEDABAD,22:50:00,22:50:00,99,BRC,VADODARA JN.,ADI,AHMEDABAD
69115,BRC-ADI MEMU,20,ADI,AHMEDABAD,11:35:00,11:35:00,99,BRC,VADODARA JN.,ADI,AHMEDABAD
12972,BVC BDTS EXP,11,ADI,AHMEDABAD,23:40:00,23:59:00,298,BVC,BHAVNAGAR TERMINUS,BDTS,BANDRA TERMINUS
22964,BVC BDTS SF,8,ADI,AHMEDABAD,23:00:00,23:05:00,300,BVC,BHAVNAGAR TERMINUS,BDTS,BANDRA TERMINUS
12959,DADAR BHUJ E,8,ADI,AHMEDABAD,07:55:00,08:15:00,485,DDR,DADAR,BHUJ,NEW BHUJ
19115,DDR BHUJ EXP,19,ADI,AHMEDABAD,23:40:00,23:59:00,485,DDR,DADAR,BHUJ,NEW BHUJ
9434,GIMB BDTS WE,6,ADI,AHMEDABAD,21:32:00,21:50:00,300,GIMB,GANDHIDHAM JN.,BDTS,BANDRA TERMINUS
22952,BANDRA T EXP,9,ADI,AHMEDABAD,13:55:00,14:15:00,373,GIMB,GANDHIDHAM JN.,BDTS,BANDRA TERMINUS
19309,GNC INDORE E,5,ADI,AHMEDABAD,19:25:00,19:45:00,24,GNC,GANDHINAGAR CAPITAL,INDB,INDORE BG
69132,GNC - ADI ME,5,ADI,AHMEDABAD,16:05:00,16:05:00,31,GNC,GANDHINAGAR CAPITAL,ADI,AHMEDABAD
69192,GNC-ANND MEM,5,ADI,AHMEDABAD,08:35:00,08:50:00,31,GNC,GANDHINAGAR CAPITAL,ANND,ANAND JN.
22962,SURAT INTERC,9,ADI,AHMEDABAD,10:30:00,10:50:00,319,HAPA,HAPA,ST,SURAT
19310,INDORE GNC E,15,ADI,AHMEDABAD,08:35:00,08:45:00,540,INDB,INDORE BG,GNC,GANDHINAGAR CAPITAL
19218,SAU JANATA E,13,ADI,AHMEDABAD,20:20:00,20:40:00,327,JAM,JAMNAGAR,BDTS,BANDRA TERMINUS
22960,SURAT INTERC,11,ADI,AHMEDABAD,10:30:00,10:50:00,327,JAM,JAMNAGAR,ST,SURAT
12946,SURAT EXPRES,12,ADI,AHMEDABAD,03:25:00,03:45:00,403,MHV,MAHUVA,ST,SURAT
22990,MHV BDTS SF,10,ADI,AHMEDABAD,19:35:00,19:55:00,401,MHV,MAHUVA,BDTS,BANDRA TERMINUS
22994,MHV BDTS SF,9,ADI,AHMEDABAD,03:25:00,03:45:00,401,MHV,MAHUVA,BDTS,BANDRA TERMINUS
79432,MSH-ADI DMU,10,ADI,AHMEDABAD,10:10:00,10:10:00,68,MSH,MAHESANA JN,ADI,AHMEDABAD
22946,SAURASHTRA M,19,ADI,AHMEDABAD,22:40:00,23:00:00,495,OKHA,OKHA,BCT,MUMBAI CENTRAL
59548,OKHA ADI PAS,45,ADI,AHMEDABAD,14:10:00,14:10:00,495,OKHA,OKHA,ADI,AHMEDABAD
19016,SAURASHTRA E,21,ADI,AHMEDABAD,06:10:00,06:40:00,467,PBR,PORBANDAR,BCT,MUMBAI CENTRAL
22936,PIT BDTS SF,7,ADI,AHMEDABAD,01:50:00,02:00:00,307,PIT,PALITANA,BDTS,BANDRA TERMINUS
59474,PTN - ADI PA,15,ADI,AHMEDABAD,23:55:00,23:55:00,111,PTN,PATAN,ADI,AHMEDABAD
79434,PTN - ADI DE,15,ADI,AHMEDABAD,08:55:00,08:55:00,109,PTN,PATAN,ADI,AHMEDABAD
79436,PTN-ADI DEMU,15,ADI,AHMEDABAD,16:40:00,16:40:00,109,PTN,PATAN,ADI,AHMEDABAD
19120,SMNH -ADI EX,19,ADI,AHMEDABAD,15:55:00,15:55:00,435,SMNH,SOMNATH,ADI,AHMEDABAD
22959,JAMNAGAR INT,11,ADI,AHMEDABAD,17:30:00,17:50:00,228,ST,SURAT,JAM,JAMNAGAR
22961,HAPA INTERCI,10,ADI,AHMEDABAD,17:30:00,17:50:00,228,ST,SURAT,HAPA,HAPA
59050,VG VALSAD PA,9,ADI,AHMEDABAD,09:50:00,10:20:00,65,VG,VIRAMGAM JN,BL,VALSAD
22992,VRL BDTS SF,7,ADI,AHMEDABAD,21:10:00,21:30:00,430,VRL,VERAVAL,BDTS,BANDRA TERMINUS
52912,ADIJ-RUJ FAS,1,ADIJ,AHMEDABAD JN,00:00:00,17:35:00,0,ADIJ,AHMEDABAD JN.,RUJ,RANUJ
52914,ADIJ-RUJ FAS,1,ADIJ,AHMEDABAD JN,00:00:00,07:40:00,0,ADIJ,AHMEDABAD JN.,RUJ,RANUJ
52939,ADI - BTDF,1,ADIJ,AHMEDABAD JN,00:00:00,06:05:00,0,ADIJ,AHMEDABAD JN.,BTDF,BOTAD JN (MG)
52938,BTDF - ADI M,14,ADIJ,AHMEDABAD JN,21:55:00,00:00:00,175,BTDF,BOTAD JN (MG),ADIJ,AHMEDABAD JN.
52911,RUJ-ADIJ FAS,14,ADIJ,AHMEDABAD JN,09:55:00,00:00:00,134,RUJ,RANUJ,ADIJ,AHMEDABAD JN.
52913,RUJ - ADIJ F,14,ADIJ,AHMEDABAD JN,17:15:00,00:00:00,134,RUJ,RANUJ,ADIJ,AHMEDABAD JN.
52930,DASF - VRLF,4,AE,AMRELI,13:04:00,13:05:00,42,DASF,DHASA JN (MG),VRLF,VERAVAL MG
52946,DASF - VRLF,4,AE,AMRELI,08:44:00,08:45:00,42,DASF,DHASA JN (MG),VRLF,VERAVAL MG
52956,JND - KJV MG,11,AE,AMRELI,21:18:00,21:19:00,116,JND,JUNAGADH JN,KJV,KHIJADIYA JN
52955,KJV - JND MG,2,AE,AMRELI,06:34:00,06:35:00,16,KJV,KHIJADIYA JN,JND,JUNAGADH JN
52929,VRLF - DASF,14,AE,AMRELI,15:35:00,15:36:00,146,VRLF,VERAVAL MG,DASF,DHASA JN (MG)
52933,VRLF-DASF MG,14,AE,AMRELI,18:49:00,18:50:00,146,VRLF,VERAVAL MG,DASF,DHASA JN (MG)
52939,ADI - BTDF,9,AEJ,ARNEJ,09:20:00,09:21:00,91,ADIJ,AHMEDABAD JN.,BTDF,BOTAD JN (MG)
52934,BTDF - GG  M,12,AEJ,ARNEJ,07:13:00,07:14:00,84,BTDF,BOTAD JN (MG),GG,GANDHIGRAM
52938,BTDF - ADI M,6,AEJ,ARNEJ,18:44:00,18:45:00,84,BTDF,BOTAD JN (MG),ADIJ,AHMEDABAD JN.
52940,BTDF - GG MG,12,AEJ,ARNEJ,16:19:00,16:20:00,84,BTDF,BOTAD JN (MG),GG,GANDHIGRAM
52942,BTDF - GG MG,6,AEJ,ARNEJ,08:54:00,08:55:00,84,BTDF,BOTAD JN (MG),GG,GANDHIGRAM
52944,BTDF - GG  M,8,AEJ,ARNEJ,06:33:00,06:34:00,84,BTDF,BOTAD JN (MG),GG,GANDHIGRAM
52935,GG - BTDF  M,9,AEJ,ARNEJ,17:36:00,17:37:00,70,GG,GANDHIGRAM,BTDF,BOTAD JN (MG)
52941,GG - BTDF  M,9,AEJ,ARNEJ,10:42:00,10:43:00,70,GG,GANDHIGRAM,BTDF,BOTAD JN (MG)
52943,GG - BTDF  M,7,AEJ,ARNEJ,19:20:00,19:21:00,70,GG,GANDHIGRAM,BTDF,BOTAD JN (MG)
52945,GG - BTDF  M,10,AEJ,ARNEJ,20:45:00,20:46:00,70,GG,GANDHIGRAM,BTDF,BOTAD JN (MG)
52930,DASF - VRLF,5,AEP,AMRELI PARA,13:11:00,13:12:00,45,DASF,DHASA JN (MG),VRLF,VERAVAL MG
52946,DASF - VRLF,5,AEP,AMRELI PARA,08:51:00,08:52:00,45,DASF,DHASA JN (MG),VRLF,VERAVAL MG
52956,JND - KJV MG,10,AEP,AMRELI PARA,21:11:00,21:12:00,114,JND,JUNAGADH JN,KJV,KHIJADIYA JN
52955,KJV - JND MG,3,AEP,AMRELI PARA,06:41:00,06:42:00,19,KJV,KHIJADIYA JN,JND,JUNAGADH JN
52929,VRLF - DASF,13,AEP,AMRELI PARA,15:28:00,15:29:00,143,VRLF,VERAVAL MG,DASF,DHASA JN (MG)
52933,VRLF-DASF MG,13,AEP,AMRELI PARA,18:42:00,18:43:00,143,VRLF,VERAVAL MG,DASF,DHASA JN (MG)
79413,ANND - CBY D,4,AGAS,AGAS,13:55:00,13:56:00,11,ANND,ANAND JN.,CBY,KHAMBHAT
79415,ANND-CBY DMU,4,AGAS,AGAS,11:35:00,11:36:00,11,ANND,ANAND JN.,CBY,KHAMBHAT
79417,ANND-CBY DMU,4,AGAS,AGAS,07:25:00,07:26:00,11,ANND,ANAND JN.,CBY,KHAMBHAT
79419,ANND-CBY DMU,4,AGAS,AGAS,18:20:00,18:21:00,11,ANND,ANAND JN.,CBY,KHAMBHAT
79421,ANND-CBY DMU,4,AGAS,AGAS,05:20:00,05:21:00,11,ANND,ANAND JN.,CBY,KHAMBHAT
79423,ANND-CBY DMU,4,AGAS,AGAS,15:55:00,15:56:00,11,ANND,ANAND JN.,CBY,KHAMBHAT
79425,ANND-CBY DMU,4,AGAS,AGAS,09:40:00,09:41:00,11,ANND,ANAND JN.,CBY,KHAMBHAT
79427,ANND-CBY DMU,4,AGAS,AGAS,20:30:00,20:31:00,11,ANND,ANAND JN.,CBY,KHAMBHAT
