Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
22992,VRL BDTS SF,11,BVI,BORIVLI,04:32:00,04:35:00,892,VRL,VERAVAL,BDTS,BANDRA TERMINUS
79413,ANND - CBY D,13,CBY,KHAMBHAT,15:20:00,15:20:00,51,ANND,ANAND JN.,CBY,KHAMBHAT
79415,ANND-CBY DMU,13,CBY,KHAMBHAT,13:00:00,13:00:00,51,ANND,ANAND JN.,CBY,KHAMBHAT
79417,ANND-CBY DMU,13,CBY,KHAMBHAT,08:45:00,08:45:00,51,ANND,ANAND JN.,CBY,KHAMBHAT
79419,ANND-CBY DMU,13,CBY,KHAMBHAT,19:40:00,19:40:00,51,ANND,ANAND JN.,CBY,KHAMBHAT
79421,ANND-CBY DMU,13,CBY,KHAMBHAT,06:40:00,06:40:00,51,ANND,ANAND JN.,CBY,KHAMBHAT
79423,ANND-CBY DMU,13,CBY,KHAMBHAT,17:20:00,17:20:00,51,ANND,ANAND JN.,CBY,KHAMBHAT
79425,ANND-CBY DMU,13,CBY,KHAMBHAT,11:00:00,11:00:00,51,ANND,ANAND JN.,CBY,KHAMBHAT
79427,ANND-CBY DMU,13,CBY,KHAMBHAT,21:50:00,21:50:00,51,ANND,ANAND JN.,CBY,KHAMBHAT
79414,CBY - ANND D,1,CBY,KHAMBHAT,13:30:00,13:30:00,0,CBY,KHAMBHAT,ANND,ANAND JN.
79416,CBY-ANND DMU,1,CBY,KHAMBHAT,11:10:00,11:10:00,0,CBY,KHAMBHAT,ANND,ANAND JN.
79418,CBY-ANND DMU,1,CBY,KHAMBHAT,06:50:00,06:50:00,0,CBY,KHAMBHAT,ANND,ANAND JN.
79420,CBY-ANND DMU,1,CBY,KHAMBHAT,17:45:00,17:45:00,0,CBY,KHAMBHAT,ANND,ANAND JN.
79422,CBY-ANND DMU,1,CBY,KHAMBHAT,09:05:00,09:05:00,0,CBY,KHAMBHAT,ANND,ANAND JN.
79424,CBY-ANND DMU,1,CBY,KHAMBHAT,19:55:00,19:55:00,0,CBY,KHAMBHAT,ANND,ANAND JN.
79426,CBY-ANND DMU,1,CBY,KHAMBHAT,15:30:00,15:30:00,0,CBY,KHAMBHAT,ANND,ANAND JN.
79428,CBY-ANND DMU,1,CBY,KHAMBHAT,04:45:00,04:45:00,0,CBY,KHAMBHAT,ANND,ANAND JN.
90981,CCG-VR,1,CCG,CHURCHGATE,00:00:00,19:40:00,0,CCG,CHURCHGATE,VR,VIRAR
93005,CCG-DRD EMU,1,CCG,CHURCHGATE,04:58:00,04:58:00,0,CCG,CHURCHGATE,DRD,DAHANU ROAD
93007,CCG-DRD,1,CCG,CHURCHGATE,05:24:00,05:24:00,0,CCG,CHURCHGATE,DRD,DAHANU ROAD
93015,CCG-DRD,1,CCG,CHURCHGATE,10:03:00,10:03:00,0,CCG,CHURCHGATE,DRD,DAHANU ROAD
93025,CCG DRD EMU,1,CCG,CHURCHGATE,15:22:00,15:22:00,0,CCG,CHURCHGATE,DRD,DAHANU ROAD
93033,CCG DRD EMU,1,CCG,CHURCHGATE,20:27:00,20:27:00,0,CCG,CHURCHGATE,DRD,DAHANU ROAD
93103,DDR-DRD,1,CCG,CHURCHGATE,00:00:00,04:58:00,0,CCG,CHURCHGATE,DRD,DAHANU ROAD
93006,DRD-CCG,2,CCG,CHURCHGATE,09:59:00,09:59:00,123,DRD,DAHANU ROAD,CCG,CHURCHGATE
93016,DRD-CCG,2,CCG,CHURCHGATE,15:17:00,15:17:00,123,DRD,DAHANU ROAD,CCG,CHURCHGATE
93026,DRD  CCG EMU,2,CCG,CHURCHGATE,20:14:00,20:14:00,123,DRD,DAHANU ROAD,CCG,CHURCHGATE
93028,DRD-CCG,2,CCG,CHURCHGATE,21:41:00,21:41:00,123,DRD,DAHANU ROAD,CCG,CHURCHGATE
93030,DRD-CCG,2,CCG,CHURCHGATE,22:17:00,22:17:00,123,DRD,DAHANU ROAD,CCG,CHURCHGATE
90540,VR-CCG,2,CCG,CHURCHGATE,14:10:00,00:00:00,60,VR,VIRAR,CCG,CHURCHGATE
79304,RTM - COR -,1,COR,CHITTAURGARH,14:10:00,14:10:00,0,COR,CHITTAURGARH JN,RTM,RATLAM JN
79303,RTM -COR- RT,19,COR,CHITTAURGARH,14:00:00,14:00:00,188,RTM,RATLAM JN,COR,CHITTAURGARH JN
59119,BRC - CTD,19,CTD,CHHOTA UDEPU,20:40:00,20:40:00,105,BRC,VADODARA JN.,CTD,CHHOTA UDEPUR
59121,PRTN - BDE P,19,CTD,CHHOTA UDEPU,12:40:00,12:40:00,105,BRC,VADODARA JN.,CTD,CHHOTA UDEPUR
79455,BRC-CTD DEMU,19,CTD,CHHOTA UDEPU,14:25:00,14:25:00,105,BRC,VADODARA JN.,CTD,CHHOTA UDEPUR
59118,CTD - BRC,1,CTD,CHHOTA UDEPU,06:15:00,06:15:00,0,CTD,CHHOTA UDEPUR,BRC,VADODARA JN.
59120,CTD - PRTN P,1,CTD,CHHOTA UDEPU,17:05:00,17:05:00,0,CTD,CHHOTA UDEPUR,PRTN,PRATAP NAGAR
59122,BDE-PRTN PAS,1,CTD,CHHOTA UDEPU,10:45:00,10:45:00,0,CTD,CHHOTA UDEPUR,BRC,VADODARA JN.
79456,CTD - BRC DE,1,CTD,CHHOTA UDEPU,15:35:00,15:35:00,0,CTD,CHHOTA UDEPUR,BRC,VADODARA JN.
59117,PRTN-BDE,18,CTD,CHHOTA UDEPU,09:50:00,09:50:00,99,PRTN,PRATAP NAGAR,CTD,CHHOTA UDEPUR
52963,DADN SWD MG,1,DADN,MHOW,06:45:00,06:45:00,0,DADN,MHOW,SWD,SANAWAD
52973,DADN SWD MG,1,DADN,MHOW,19:30:00,19:30:00,0,DADN,MHOW,SWD,SANAWAD
52975,DADN SWD MG,1,DADN,MHOW,14:00:00,14:00:00,0,DADN,MHOW,SWD,SANAWAD
52987,DADN SWD MG,1,DADN,MHOW,00:00:00,19:30:00,0,DADN,MHOW,SWD,SANAWAD
79305,DADN RTM DEM,1,DADN,MHOW,07:45:00,07:45:00,0,DADN,MHOW,RTM,RATLAM JN
79307,DADN INDB DE,1,DADN,MHOW,16:50:00,16:50:00,0,DADN,MHOW,INDB,INDORE BG
79309,DADN RTM DEM,1,DADN,MHOW,19:10:00,19:10:00,0,DADN,MHOW,RTM,RATLAM JN
79311,DADN INDB DM,1,DADN,MHOW,10:10:00,10:10:00,0,DADN,MHOW,INDB,INDORE BG
79313,DADN RTM DMU,1,DADN,MHOW,14:00:00,14:00:00,0,DADN,MHOW,RTM,RATLAM JN
79315,DAND INDB DM,1,DADN,MHOW,21:05:00,21:05:00,0,DADN,MHOW,INDB,INDORE BG
79317,DADN RTM DEM,1,DADN,MHOW,05:30:00,05:30:00,0,DADN,MHOW,RTM,RATLAM JN
79320,MHOW INDB DE,1,DADN,MHOW,13:20:00,13:20:00,0,DADN,MHOW,INDB,INDORE BG
79322,MHOW INDB DE,1,DADN,MHOW,16:50:00,16:50:00,0,DADN,MHOW,INDB,INDORE BG
79324,MHOW INDB DM,1,DADN,MHOW,19:10:00,19:10:00,0,DADN,MHOW,INDB,INDORE BG
79326,MHOW INDB DE,1,DADN,MHOW,21:35:00,21:35:00,0,DADN,MHOW,INDB,INDORE BG
79308,INDB DADN DM,6,DADN,MHOW,18:55:00,18:55:00,21,INDB,INDORE BG,DADN,MHOW
79312,INDB DADN DE,6,DADN,MHOW,12:10:00,12:10:00,21,INDB,INDORE BG,DADN,MHOW
79316,INDB DADN DE,6,DADN,MHOW,23:05:00,23:05:00,21,INDB,INDORE BG,DADN,MHOW
79319,INDB MHOW DE,6,DADN,MHOW,15:35:00,15:35:00,21,INDB,INDORE BG,DADN,MHOW
79321,INDB MHOW DE,6,DADN,MHOW,18:55:00,18:55:00,21,INDB,INDORE BG,DADN,MHOW
79323,INDB MHOW DE,6,DADN,MHOW,21:15:00,21:15:00,21,INDB,INDORE BG,DADN,MHOW
79325,INDB-MHOW DE,6,DADN,MHOW,23:40:00,23:40:00,21,INDB,INDORE BG,DADN,MHOW
79306,RTM DADN  DE,20,DADN,MHOW,16:40:00,16:40:00,139,RTM,RATLAM JN,DADN,MHOW
79310,RTM DADN DEM,20,DADN,MHOW,09:50:00,09:50:00,139,RTM,RATLAM JN,DADN,MHOW
79314,RTM DADN DMU,20,DADN,MHOW,13:50:00,13:50:00,139,RTM,RATLAM JN,DADN,MHOW
79318,RTM DADN DEM,20,DADN,MHOW,22:00:00,22:00:00,139,RTM,RATLAM JN,DADN,MHOW
52964,SWD DADN MG,8,DADN,MHOW,16:30:00,16:30:00,63,SWD,SANAWAD,DADN,MHOW
52974,SWD-DADN MG,8,DADN,MHOW,08:35:00,08:35:00,63,SWD,SANAWAD,DADN,MHOW
52976,SWD-DADN MG,8,DADN,MHOW,21:15:00,21:15:00,63,SWD,SANAWAD,DADN,MHOW
52988,SWD -DADN MG,8,DADN,MHOW,08:35:00,00:00:00,63,SWD,SANAWAD,DADN,MHOW
52930,DASF - VRLF,1,DASF,DHASA JN (MG,00:00:00,12:05:00,0,DASF,DHASA JN (MG),VRLF,VERAVAL MG
52932,DASF - JLR,1,DASF,DHASA JN (MG,00:00:00,17:30:00,0,DASF,DHASA JN (MG),JLRF,JETALSAR JN (MG)
52946,DASF - VRLF,1,DASF,DHASA JN (MG,00:00:00,07:30:00,0,DASF,DHASA JN (MG),VRLF,VERAVAL MG
52948,DASF - JLRF,1,DASF,DHASA JN (MG,00:00:00,07:05:00,0,DASF,DHASA JN (MG),JLRF,JETALSAR JN (MG)
52931,JLR - DASF,11,DASF,DHASA JN (MG,10:20:00,10:20:00,104,JLRF,JETALSAR JN (MG),DASF,DHASA JN (MG)
52947,JLRF - DASF,11,DASF,DHASA JN (MG,22:35:00,00:00:00,104,JLRF,JETALSAR JN (MG),DASF,DHASA JN (MG)
52929,VRLF - DASF,17,DASF,DHASA JN (MG,16:45:00,00:00:00,189,VRLF,VERAVAL MG,DASF,DHASA JN (MG)
52933,VRLF-DASF MG,17,DASF,DHASA JN (MG,20:15:00,00:00:00,189,VRLF,VERAVAL MG,DASF,DHASA JN (MG)
12902,GUJARAT MAIL,13,DDR,DADAR,05:53:00,05:58:00,485,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
22954,GUJARAT EXPR,26,DDR,DADAR,15:28:00,15:33:00,485,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
59442,AHMEDABAD PA,73,DDR,DADAR,04:00:00,04:05:00,485,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
12901,GUJARAT MAIL,2,DDR,DADAR,22:18:00,22:20:00,5,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
19015,SAURASHTRA E,2,DDR,DADAR,08:30:00,08:32:00,5,BCT,MUMBAI CENTRAL,PBR,PORBANDAR
19215,SAURASHTRA E,2,DDR,DADAR,08:30:00,08:32:00,5,BCT,MUMBAI CENTRAL,PBR,PORBANDAR
22945,SAURASHTRA M,2,DDR,DADAR,21:47:00,21:50:00,5,BCT,MUMBAI CENTRAL,OKHA,OKHA
22953,GUJARAT EXPR,2,DDR,DADAR,05:54:00,05:57:00,5,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59023,BCT BL PASS,2,DDR,DADAR,18:21:00,18:23:00,5,BCT,MUMBAI CENTRAL,BL,VALSAD
59439,AHMADABAD PA,2,DDR,DADAR,12:25:00,12:30:00,5,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59441,AHMEDABAD PA,2,DDR,DADAR,22:48:00,22:53:00,5,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
12960,BHUJ DADAR E,20,DDR,DADAR,12:00:00,12:00:00,972,BHUJ,NEW BHUJ,DDR,DADAR
19116,BHUJ DDR EXP,29,DDR,DADAR,13:45:00,13:45:00,843,BHUJ,NEW BHUJ,DDR,DADAR
59024,BL BCT PASS,20,DDR,DADAR,08:55:00,08:57:00,188,BL,VALSAD,BCT,MUMBAI CENTRAL
12928,VADODARA EXP,6,DDR,DADAR,04:18:00,04:21:00,385,BRC,VADODARA JN.,BCT,MUMBAI CENTRAL
93103,DDR-DRD,3,DDR,DADAR,05:14:00,05:15:00,10,CCG,CHURCHGATE,DRD,DAHANU ROAD
12959,DADAR BHUJ E,1,DDR,DADAR,00:05:00,00:05:00,0,DDR,DADAR,BHUJ,NEW BHUJ
19115,DDR BHUJ EXP,1,DDR,DADAR,15:00:00,15:00:00,0,DDR,DADAR,BHUJ,NEW BHUJ
93027,DDR-DRD,1,DDR,DADAR,16:47:00,16:47:00,0,DDR,DADAR,DRD,DAHANU ROAD
93029,DDR DRD EMU,1,DDR,DADAR,18:00:00,18:00:00,0,DDR,DADAR,DRD,DAHANU ROAD
93020,DRD-DDR,2,DDR,DADAR,16:28:00,16:28:00,113,DRD,DAHANU ROAD,DDR,DADAR
93022,DRD DDR EMU,2,DDR,DADAR,17:47:00,17:47:00,113,DRD,DAHANU ROAD,DDR,DADAR
22946,SAURASHTRA M,30,DDR,DADAR,06:37:00,06:42:00,980,OKHA,OKHA,BCT,MUMBAI CENTRAL
19016,SAURASHTRA E,61,DDR,DADAR,18:38:00,18:42:00,952,PBR,PORBANDAR,BCT,MUMBAI CENTRAL
69195,BH-DGFJ-BH M,6,DGFJ,DAHEJ,08:10:00,08:10:00,61,BH,BHARUCH JN.,DGFJ,DAHEJ
69196,BH-DGFJ-BH M,1,DGFJ,DAHEJ,18:00:00,18:00:00,0,DGFJ,DAHEJ,BH,BHARUCH JN.
69189,ANND-DHD MEM,23,DHD,DAHOD,15:35:00,15:35:00,152,ANND,ANAND JN.,DHD,DAHOD
12961,AVANTIKA EXP,10,DHD,DAHOD,03:23:00,03:25:00,537,BCT,MUMBAI CENTRAL,INDB,INDORE BG
12929,BL-DHD INTER,19,DHD,DAHOD,13:25:00,13:25:00,344,BL,VALSAD,DHD,DAHOD
69117,BRC - DHD ME,21,DHD,DAHOD,14:55:00,14:55:00,146,BRC,VADODARA JN.,DHD,DAHOD
69119,BRC-DHD MEMU,21,DHD,DAHOD,22:10:00,22:10:00,146,BRC,VADODARA JN.,DHD,DAHOD
12930,DHD - BL  IN,1,DHD,DAHOD,14:50:00,14:50:00,0,DHD,DAHOD,BL,VALSAD
69118,DHD-BRC MEMU,1,DHD,DAHOD,16:20:00,16:20:00,0,DHD,DAHOD,BRC,VADODARA JN.
69120,DHD-BRC MEMU,1,DHD,DAHOD,06:15:00,06:15:00,0,DHD,DAHOD,BRC,VADODARA JN.
69181,DHD - RTM ME,1,DHD,DAHOD,16:35:00,16:35:00,0,DHD,DAHOD,RTM,RATLAM JN
69187,DHD-RTM MEMU,1,DHD,DAHOD,22:20:00,22:20:00,0,DHD,DAHOD,RTM,RATLAM JN
69190,DHD-ANND MEM,1,DHD,DAHOD,13:00:00,13:00:00,0,DHD,DAHOD,ANND,ANAND JN.
19309,GNC INDORE E,12,DHD,DAHOD,00:05:00,00:07:00,270,GNC,GANDHINAGAR CAPITAL,INDB,INDORE BG
12962,INDB - BCT A,10,DHD,DAHOD,21:16:00,21:18:00,293,INDB,INDORE BG,BCT,MUMBAI CENTRAL
19310,INDORE GNC E,8,DHD,DAHOD,03:50:00,03:52:00,293,INDB,INDORE BG,GNC,GANDHINAGAR CAPITAL
69182,RTM-DHD MEMU,14,DHD,DAHOD,10:50:00,10:50:00,114,RTM,RATLAM JN,DHD,DAHOD
69188,RTM-DHD MEMU,14,DHD,DAHOD,04:25:00,04:25:00,114,RTM,RATLAM JN,DHD,DAHOD
9433,BDTS GIMB WE,11,DHG,DHRANGADHRA,10:55:00,10:57:00,611,BDTS,BANDRA TERMINUS,GIMB,GANDHIDHAM JN.
22955,KUTCH EXPRES,14,DHG,DHRANGADHRA,04:01:00,04:03:00,611,BDTS,BANDRA TERMINUS,BHUJ,NEW BHUJ
19116,BHUJ DDR EXP,9,DHG,DHRANGADHRA,02:27:00,02:29:00,227,BHUJ,NEW BHUJ,DDR,DADAR
22956,KUTCH EXPRES,9,DHG,DHRANGADHRA,00:17:00,00:19:00,227,BHUJ,NEW BHUJ,BDTS,BANDRA TERMINUS
59230,BVC - DHG PA,24,DHG,DHRANGADHRA,00:05:00,00:05:00,206,BVC,BHAVNAGAR TERMINUS,DHG,DHRANGADHRA
19115,DDR BHUJ EXP,21,DHG,DHRANGADHRA,01:55:00,01:57:00,616,DDR,DADAR,BHUJ,NEW BHUJ
59229,DHG - BVC PA,1,DHG,DHRANGADHRA,03:40:00,03:40:00,0,DHG,DHRANGADHRA,BVC,BHAVNAGAR TERMINUS
79458,DHG - SUNR D,1,DHG,DHRANGADHRA,09:30:00,09:30:00,0,DHG,DHRANGADHRA,SUNR,SURENDRANAGAR
79460,DHG - SUNR D,1,DHG,DHRANGADHRA,19:00:00,19:00:00,0,DHG,DHRANGADHRA,SUNR,SURENDRANAGAR
9434,GIMB BDTS WE,4,DHG,DHRANGADHRA,18:59:00,19:01:00,169,GIMB,GANDHIDHAM JN.,BDTS,BANDRA TERMINUS
79457,SUNR - DHG,2,DHG,DHRANGADHRA,09:20:00,09:20:00,36,SUNR,SURENDRANAGAR,DHG,DHRANGADHRA
79459,SUNR - DHG D,2,DHG,DHRANGADHRA,18:45:00,18:45:00,36,SUNR,SURENDRANAGAR,DHG,DHRANGADHRA
69123,ANND-GDA MEM,6,DK,DAKOR,10:41:00,10:42:00,29,ANND,ANAND JN.,GDA,GODHRA JN.
69125,ANND-GDA MEM,6,DK,DAKOR,19:51:00,19:52:00,29,ANND,ANAND JN.,GDA,GODHRA JN.
69133,ANND  DK MEM,6,DK,DAKOR,08:20:00,08:20:00,29,ANND,ANAND JN.,DK,DAKOR
69135,ANND- DK,6,DK,DAKOR,17:30:00,17:30:00,29,ANND,ANAND JN.,DK,DAKOR
69145,ANAND GDA ME,6,DK,DAKOR,05:41:00,05:42:00,29,ANND,ANAND JN.,GDA,GODHRA JN.
69147,ANND GODHRA,6,DK,DAKOR,15:01:00,15:03:00,29,ANND,ANAND JN.,GDA,GODHRA JN.
69189,ANND-DHD MEM,6,DK,DAKOR,12:11:00,12:12:00,29,ANND,ANAND JN.,DHD,DAHOD
69190,DHD-ANND MEM,18,DK,DAKOR,16:26:00,16:27:00,123,DHD,DAHOD,ANND,ANAND JN.
69134,DK - ANND,1,DK,DAKOR,08:35:00,08:35:00,0,DK,DAKOR,ANND,ANAND JN.
69136,DK -ANND,1,DK,DAKOR,17:45:00,17:45:00,0,DK,DAKOR,ANND,ANAND JN.
69124,GDA-ANND MEM,8,DK,DAKOR,05:21:00,05:22:00,49,GDA,GODHRA JN.,ANND,ANAND JN.
69126,GDA-ANND MEM,8,DK,DAKOR,14:25:00,14:26:00,49,GDA,GODHRA JN.,ANND,ANAND JN.
69146,GODHRA ANND,8,DK,DAKOR,09:46:00,09:47:00,49,GDA,GODHRA JN.,ANND,ANAND JN.
12971,BHAVNAGAR EX,16,DLJ,DHOLA JN,09:17:00,09:19:00,729,BDTS,BANDRA TERMINUS,BVC,BHAVNAGAR TERMINUS
22935,BDTS PIT  SF,9,DLJ,DHOLA JN,03:54:00,03:55:00,731,BDTS,BANDRA TERMINUS,PIT,PALITANA
22963,BDTS BVC SF,15,DLJ,DHOLA JN,03:54:00,03:55:00,731,BDTS,BANDRA TERMINUS,BVC,BHAVNAGAR TERMINUS
22989,BDTS MHV WEE,11,DLJ,DHOLA JN,23:58:00,23:59:00,729,BDTS,BANDRA TERMINUS,MHV,MAHUVA
22993,BDTS MHV SF,11,DLJ,DHOLA JN,04:33:00,04:35:00,729,BDTS,BANDRA TERMINUS,MHV,MAHUVA
59227,BTD - BVC PA,6,DLJ,DHOLA JN,22:06:00,22:07:00,42,BTD,BOTAD,BVC,BHAVNAGAR TERMINUS
12972,BVC BDTS EXP,5,DLJ,DHOLA JN,19:31:00,19:32:00,48,BVC,BHAVNAGAR TERMINUS,BDTS,BANDRA TERMINUS
22964,BVC BDTS SF,4,DLJ,DHOLA JN,18:19:00,18:20:00,48,BVC,BHAVNAGAR TERMINUS,BDTS,BANDRA TERMINUS
59204,BVC-SUNR FAS,9,DLJ,DHOLA JN,12:50:00,12:51:00,48,BVC,BHAVNAGAR TERMINUS,SUNR,SURENDRANAGAR
59207,BVC OKHA PAS,9,DLJ,DHOLA JN,22:53:00,22:54:00,48,BVC,BHAVNAGAR TERMINUS,OKHA,OKHA
59225,BVC - MHV PA,8,DLJ,DHOLA JN,10:30:00,10:50:00,48,BVC,BHAVNAGAR TERMINUS,MHV,MAHUVA
59228,BVC - BTD PA,7,DLJ,DHOLA JN,06:03:00,06:04:00,48,BVC,BHAVNAGAR TERMINUS,BTD,BOTAD
59230,BVC - DHG PA,10,DLJ,DHOLA JN,20:29:00,20:30:00,48,BVC,BHAVNAGAR TERMINUS,DHG,DHRANGADHRA
59234,BTD - SUNR P,8,DLJ,DHOLA JN,15:30:00,15:31:00,48,BVC,BHAVNAGAR TERMINUS,SUNR,SURENDRANAGAR
59272,BVC - SUNR P,7,DLJ,DHOLA JN,09:41:00,09:43:00,48,BVC,BHAVNAGAR TERMINUS,SUNR,SURENDRANAGAR
59229,DHG - BVC PA,15,DLJ,DHOLA JN,07:15:00,07:16:00,157,DHG,DHRANGADHRA,BVC,BHAVNAGAR TERMINUS
59235,DLJ - MHV PA,1,DLJ,DHOLA JN,06:25:00,06:25:00,0,DLJ,DHOLA JN,MHV,MAHUVA
12946,SURAT EXPRES,6,DLJ,DHOLA JN,22:12:00,22:14:00,152,MHV,MAHUVA,ST,SURAT
22990,MHV BDTS SF,6,DLJ,DHOLA JN,15:20:00,15:21:00,152,MHV,MAHUVA,BDTS,BANDRA TERMINUS
22994,MHV BDTS SF,5,DLJ,DHOLA JN,22:12:00,22:14:00,152,MHV,MAHUVA,BDTS,BANDRA TERMINUS
59226,MHV - BVC PA,18,DLJ,DHOLA JN,17:35:00,17:55:00,152,MHV,MAHUVA,BVC,BHAVNAGAR TERMINUS
59236,MHV - DLJ PA,22,DLJ,DHOLA JN,20:55:00,20:55:00,152,MHV,MAHUVA,DLJ,DHOLA JN
59208,BHAVNAGAR PA,51,DLJ,DHOLA JN,03:46:00,04:08:00,486,OKHA,OKHA,BVC,BHAVNAGAR TERMINUS
22936,PIT BDTS SF,4,DLJ,DHOLA JN,21:16:00,21:18:00,56,PIT,PALITANA,BDTS,BANDRA TERMINUS
59203,SUNR-BVC PAS,14,DLJ,DHOLA JN,19:28:00,19:34:00,120,SUNR,SURENDRANAGAR,BVC,BHAVNAGAR TERMINUS
59233,SUNR BTD PAS,13,DLJ,DHOLA JN,12:24:00,12:25:00,120,SUNR,SURENDRANAGAR,BVC,BHAVNAGAR TERMINUS
59271,SUNR - BVC P,12,DLJ,DHOLA JN,16:30:00,16:31:00,120,SUNR,SURENDRANAGAR,BVC,BHAVNAGAR TERMINUS
93009,ADH-DRD,2,DRD,DAHANU ROAD,09:50:00,09:50:00,101,ADH,ANDHERI,DRD,DAHANU ROAD
12902,GUJARAT MAIL,11,DRD,DAHANU ROAD,04:02:00,04:04:00,371,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
22954,GUJARAT EXPR,22,DRD,DAHANU ROAD,13:36:00,13:39:00,371,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
59440,AHMADABAD PA,56,DRD,DAHANU ROAD,11:22:00,11:25:00,371,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
59442,AHMEDABAD PA,64,DRD,DAHANU ROAD,01:04:00,01:08:00,371,ADI,AHMEDABAD,BCT,MUMBAI CENTRAL
12921,FLYING RANEE,5,DRD,DAHANU ROAD,19:56:00,19:58:00,119,BCT,MUMBAI CENTRAL,ST,SURAT
19015,SAURASHTRA E,9,DRD,DAHANU ROAD,10:44:00,10:45:00,119,BCT,MUMBAI CENTRAL,PBR,PORBANDAR
19215,SAURASHTRA E,9,DRD,DAHANU ROAD,10:44:00,10:45:00,119,BCT,MUMBAI CENTRAL,PBR,PORBANDAR
22953,GUJARAT EXPR,5,DRD,DAHANU ROAD,07:47:00,07:49:00,119,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59023,BCT BL PASS,10,DRD,DAHANU ROAD,20:42:00,20:43:00,119,BCT,MUMBAI CENTRAL,BL,VALSAD
59439,AHMADABAD PA,13,DRD,DAHANU ROAD,15:45:00,15:46:00,119,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
59441,AHMEDABAD PA,12,DRD,DAHANU ROAD,02:02:00,02:04:00,119,BCT,MUMBAI CENTRAL,ADI,AHMEDABAD
19217,SAU JANATA E,4,DRD,DAHANU ROAD,19:25:00,19:27:00,108,BDTS,BANDRA TERMINUS,JAM,JAMNAGAR
22927,LOK SHAKTI E,8,DRD,DAHANU ROAD,21:58:00,22:00:00,108,BDTS,BANDRA TERMINUS,ADI,AHMEDABAD
22963,BDTS BVC SF,3,DRD,DAHANU ROAD,17:18:00,17:20:00,108,BDTS,BANDRA TERMINUS,BVC,BHAVNAGAR TERMINUS
59045,VAPI PASSENG,13,DRD,DAHANU ROAD,11:59:00,12:01:00,108,BDTS,BANDRA TERMINUS,VAPI,VAPI
69150,BH VIRAR,35,DRD,DAHANU ROAD,20:02:00,20:04:00,201,BH,BHARUCH JN.,VR,VIRAR
19116,BHUJ DDR EXP,27,DRD,DAHANU ROAD,11:49:00,11:51:00,730,BHUJ,NEW BHUJ,DDR,DADAR
59024,BL BCT PASS,11,DRD,DAHANU ROAD,06:21:00,06:22:00,74,BL,VALSAD,BCT,MUMBAI CENTRAL
59046,BL BDTS PASS,12,DRD,DAHANU ROAD,18:16:00,18:18:00,74,BL,VALSAD,BDTS,BANDRA TERMINUS
22964,BVC BDTS SF,16,DRD,DAHANU ROAD,05:06:00,05:08:00,672,BVC,BHAVNAGAR TERMINUS,BDTS,BANDRA TERMINUS
69139,BVI ST MEMU,10,DRD,DAHANU ROAD,09:04:00,09:05:00,89,BVI,BORIVLI,ST,SURAT
93013,BVI-DRD,2,DRD,DAHANU ROAD,12:20:00,12:20:00,89,BVI,BORIVLI,DRD,DAHANU ROAD
93005,CCG-DRD EMU,2,DRD,DAHANU ROAD,07:30:00,07:30:00,123,CCG,CHURCHGATE,DRD,DAHANU ROAD
93007,CCG-DRD,2,DRD,DAHANU ROAD,08:20:00,08:20:00,123,CCG,CHURCHGATE,DRD,DAHANU ROAD
93015,CCG-DRD,2,DRD,DAHANU ROAD,12:55:00,12:55:00,123,CCG,CHURCHGATE,DRD,DAHANU ROAD
93025,CCG DRD EMU,2,DRD,DAHANU ROAD,18:05:00,18:05:00,123,CCG,CHURCHGATE,DRD,DAHANU ROAD
93033,CCG DRD EMU,2,DRD,DAHANU ROAD,23:05:00,23:05:00,123,CCG,CHURCHGATE,DRD,DAHANU ROAD
93103,DDR-DRD,17,DRD,DAHANU ROAD,07:30:00,00:00:00,123,CCG,CHURCHGATE,DRD,DAHANU ROAD
19115,DDR BHUJ EXP,3,DRD,DAHANU ROAD,16:46:00,16:48:00,113,DDR,DADAR,BHUJ,NEW BHUJ
93027,DDR-DRD,2,DRD,DAHANU ROAD,19:15:00,19:15:00,113,DDR,DADAR,DRD,DAHANU ROAD
93029,DDR DRD EMU,2,DRD,DAHANU ROAD,20:25:00,20:25:00,113,DDR,DADAR,DRD,DAHANU ROAD
69174,DRD BVI  MEM,1,DRD,DAHANU ROAD,04:55:00,04:55:00,0,DRD,DAHANU ROAD,BVI,BORIVLI
93002,DRD-BVI,1,DRD,DAHANU ROAD,05:40:00,05:40:00,0,DRD,DAHANU ROAD,ADH,ANDHERI
93004,DRD-CCG,1,DRD,DAHANU ROAD,07:05:00,07:05:00,0,DRD,DAHANU ROAD,VR,VIRAR
