Train No,Train Name,SEQ,Station Code,Station Name,Station Zone,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Source Zone,Destination Station,Destination Station Name,Destination Zone
38054,HLZ PKU LOCA,2,BAAR,BANDAR PH,SER,10:04:00,10:05:00,2,HLZ,HALDIA,SER,PKU,PANSKURA,SER
38055,PKU HLZ LOCA,13,BAAR,BANDAR PH,SER,16:41:00,16:42:00,66,PKU,PANSKURA,SER,HLZ,HALDIA,SER
38902,AMZ SRC LOCA,8,BAC,BARGACHIA,SER,04:23:00,04:24:00,17,AMZ,AMTA,SER,SRC,SANTRAGACHI JN.,SER
58118,GONDIA JSG P,12,BAKL,BAKAL,SECR,07:02:00,07:03:00,93,G,GONDIA JN.,SER,JSG,JHARSUGUDA JN.,SER
58117,JSG GONDIA P,54,BAKL,BAKAL,SECR,18:29:00,18:30:00,409,JSG,JHARSUGUDA JN.,SER,G,GONDIA JN.,SER
22821,JHG-PRR BI-W,10,BBM,BARABHUM,ER,13:33:00,13:35:00,157,JGM,JHARGRAM,SER,PRR,PURULIA JN.,SER
68023,JGM-PRR MEMU,23,BBM,BARABHUM,ER,08:35:00,08:36:00,157,JGM,JHARGRAM,SER,PRR,PURULIA JN.,SER
22822,PRR-JGM EXPR,2,BBM,BARABHUM,ER,15:03:00,15:05:00,31,PRR,PURULIA JN.,SER,JGM,JHARGRAM,SER
68024,PRR-JGM MEMU,5,BBM,BARABHUM,ER,10:22:00,10:23:00,31,PRR,PURULIA JN.,SER,JGM,JHARGRAM,SER
18404,BBN-CKP EXPR,1,BBN,BARBIL,SER,17:15:00,17:15:00,0,BBN,BARBIL,SER,CKP,CHAKARADHARPUR,SER
58104,BBN TATA PAS,1,BBN,BARBIL,SER,05:20:00,05:20:00,0,BBN,BARBIL,SER,TATA,TATANAGAR JN,SER
18403,CKP-BBN EXPR,6,BBN,BARBIL,SER,08:55:00,08:55:00,126,CKP,CHAKARADHARPUR,SER,BBN,BARBIL,SER
58103,TATA BBN PAS,18,BBN,BARBIL,SER,21:10:00,21:10:00,148,TATA,TATANAGAR JN,SER,BBN,BARBIL,SER
