Train no,Train Name,arrival,Station Code,Zone,duration_m,Station Name,departure,return_train,Destination Station,Destination Station Name,Distance
57145,Dornakal Bhadrachalam Passenger,09:40:00,DKJ,SCR,40,DORNAKAL JN,08:00:00,57146,BDCR,Bhadrachalam Road,54
57146,Bhadrachalam Dornakal Passenger,18:40:00,BDCR,SCR,40,Bhadrachalam Road,17:00:00,57145,DKJ,DORNAKAL JN,54
57156,Hyderabad Gulbarga Passenger,23:10:00,HYB,SCR,40,HYDERABAD DECCAN,16:30:00,57155,GR,GULBARGA,223
57201,Vijayawada Rajahmundry Passenger,09:00:00,BZA,SCR,30,VIJAYAWADA JN,04:30:00,57200,RJY,RAJAMUNDRY,149
57235,Rajamundry Visakhapatnam Passenger,16:35:00,RJY,SCR,42,RAJAMUNDRY,11:53:00,57236,VSKP,VISHAKAPATNAM,200
53131,Sealdah Muzaffarpur Fast Passenger,00:15:00,SDAH,ER,30,KOLKATA SEALDAH,05:45:00,53132,MFP,MUZAFFARPUR JN,576
56962,VASCO DAGAMA - KULEM Passenger,09:10:00,VSG,KR,35,VASCO DA GAMA,07:35:00,56961,QLM,KULEM,55
56965,KULEM - VASCO DA GAMA Passenger,19:00:00,QLM,KR,45,KULEM,17:15:00,56966,VSG,VASCO DA GAMA,55
56966,VASCO DA GAMA - KULEM Passenger,19:10:00,VSG,KR,40,VASCO DA GAMA,17:30:00,56965,QLM,KULEM,55
57135,Nagpur Kazipet Passenger,09:50:00,NGP,SCR,50,NAGPUR,20:00:00,57136,KZJ,KAZIPET JN,443
57136,Kazipet Nagpur Passenger,11:35:00,KZJ,SCR,20,KAZIPET JN,21:15:00,57135,NGP,NAGPUR,443
57155,Gulbarga-Hyderabad Passenger,09:00:00,WADI,SCR,45,WADI,04:15:00,57156,HYB,HYDERABAD DECCAN,186
57202,Tenali Repalle Passenger,01:15:00,TEL,SCR,0,TENALI JN,00:15:00,57203,RAL,Repalle,34
57203,Repalle Tenali Passenger,04:00:00,RAL,SCR,0,Repalle,03:00:00,57202,TEL,TENALI JN,34
57209,Tenali Guntur Passenger,16:15:00,TEL,SCR,0,TENALI JN,15:15:00,57210,GNT,GUNTUR JN,26
57210,Guntur Tenali Passenger,14:45:00,GNT,SCR,45,GUNTUR JN,14:00:00,57209,TEL,TENALI JN,26
57219,Guntur Macherla Passenger,21:45:00,GNT,SCR,55,GUNTUR JN,17:50:00,57220,MCLA,Macherla,130
57220,Macherla Guntur Passenger,19:40:00,MCLA,SCR,10,Macherla,16:30:00,57219,GNT,GUNTUR JN,130
57224,Vijayawada Gudur Passenger,13:00:00,BZA,SCR,50,VIJAYAWADA JN,05:10:00,57223,GDR,GUDUR JN,294
57225,Vijayawada Visakhapatnam Passenger,18:55:00,BZA,SCR,30,VIJAYAWADA JN,08:25:00,57226,VSKP,VISHAKAPATNAM,349
57226,Visakhapatnam Vijayawada Passenger,18:55:00,VSKP,SCR,40,VISHAKAPATNAM,09:15:00,57225,BZA,VIJAYAWADA JN,350
57229,Machilipatnam Visakhapatnam Fast Passenger,07:00:00,MTM,SCR,45,Machilipatnam,21:15:00,57230,VSKP,VISHAKAPATNAM,373
57230,Visakhapatnam Machilipatnam Fast Passenger,08:20:00,VSKP,SCR,10,VISHAKAPATNAM,20:10:00,57229,MTM,Machilipatnam,373
57231,Vijayawada Kakinada Port Fast Passenger,22:30:00,BZA,SCR,5,VIJAYAWADA JN,17:25:00,57232,COA,Kakinada Port,213
57232,Kakinada Port Vijayawada Passenger,09:45:00,COA,SCR,5,Kakinada Port,04:40:00,57231,BZA,VIJAYAWADA JN,213
57241,Bitragunta Vijayawada Passenger,09:15:00,BTTR,SCR,15,BITRAGUNTA,04:00:00,57242,BZA,VIJAYAWADA JN,221
57242,Vijayawada bitragunta Passenger,20:45:00,BZA,SCR,30,VIJAYAWADA JN,15:15:00,57241,BTTR,BITRAGUNTA,221
57254,Vijayawada Bhadrachalam Passenger,12:40:00,BZA,SCR,40,VIJAYAWADA JN,08:00:00,57253,BDCR,Bhadrachalam Road,177
57257,Tirupati Kakinada Port Passenger,20:45:00,TPTY,SCR,40,TIRUPATI MAIN,01:05:00,57258,COA,Kakinada Port,601
57258,Kakinada Port Tirupati Passenger,02:50:00,COA,SCR,50,Kakinada Port,07:00:00,57257,TPTY,TIRUPATI MAIN,601
57271,Rayagada Passenger,13:20:00,BZA,SCR,20,VIJAYAWADA JN,21:00:00,57272,RGDA,RAYAGADA,536
57272,Rayagada Vijayawada Passenger,09:00:00,RGDA,SCR,15,RAYAGADA,15:45:00,57271,BZA,VIJAYAWADA JN,536
57274,Tirupati Hubli InterCity Passenger,21:15:00,TPTY,SCR,10,TIRUPATI MAIN,06:05:00,57273,UBL,HUBLI JN,577
57427,Raichur Guntakal Passenger,10:30:00,RC,SCR,35,RAICHUR,07:55:00,57428,GTL,GUNTAKAL JN,121
57428,Guntakal Raichur Passenger,21:05:00,GTL,SCR,50,GUNTAKAL JN,18:15:00,57427,RC,RAICHUR,121
57437,Guntakal Hindupur Passenger,21:10:00,GTL,SCR,55,GUNTAKAL JN,16:15:00,57438,HUP,HINDUPUR,197
57438,Hindupur Guntakal Passenger,11:35:00,HUP,SCR,5,HINDUPUR,06:30:00,57437,GTL,GUNTAKAL JN,197
57547,Hyderabad Purna Passenger,20:35:00,HYB,SCR,40,HYDERABAD DECCAN,07:55:00,57548,PAU,PURNA JN,434
51111,Chalisgaon Dhule Mix Passenger,07:25:00,CSN,CR,15,CHALISGAON JN,06:10:00,51112,DHI,Dhule,56
57237,Kazipet Vijayawada Passenger,09:30:00,KZJ,SCR,30,KAZIPET JN,04:00:00,57238,BZA,VIJAYAWADA JN,218
57238,Vijaywada Kazipet Passenger,19:05:00,BZA,SCR,20,VIJAYAWADA JN,12:45:00,57237,KZJ,KAZIPET JN,218
57253,Bhadrachalam Vijayawada Passenger,19:20:00,BDCR,SCR,35,Bhadrachalam Road,13:45:00,57254,BZA,VIJAYAWADA JN,177
57256,Visakhapatnam Kakinada Port passenger,21:05:00,VSKP,SCR,5,VISHAKAPATNAM,17:00:00,57255,COA,Kakinada Port,164
57264,Narasapur Visakhapatnam (LINK) Passenger,07:00:00,NS,SCR,55,Narasapur,23:05:00,57265,VSKP,VISHAKAPATNAM,300
57265,Visakhapatnam Narasapur (LINK) Passenger,05:05:00,VSKP,SCR,55,VISHAKAPATNAM,20:10:00,57264,NS,Narasapur,300
57273,Hubli Tirupati InterCity Passenger,21:00:00,UBL,SCR,0,HUBLI JN,06:00:00,57274,TPTY,TIRUPATI MAIN,577
57285,Nadikode Macherla Passenger,16:00:00,NDKD,SCR,0,NADIKODE,15:00:00,57286,MCLA,Macherla,35
57286,Macherla Nadikode Passenger,14:05:00,MCLA,SCR,0,Macherla,13:05:00,57285,NDKD,NADIKODE,35
57305,Kacheguda Guntur Fast Passenger,08:45:00,KCG,SCR,35,KACHEGUDA,16:10:00,57306,GNT,GUNTUR JN,622
57306,Guntur Secunderabad Passenger,10:30:00,GNT,SWR,0,GUNTUR JN,17:30:00,57305,SC,SECUNDERABAD JN,630
57307,Secunderabad Medchal Suburban,12:45:00,SC,SWR,10,SECUNDERABAD JN,11:35:00,57308,MED,MEDCHAL,27
57308,Medchal Secunderabad Suburban,14:45:00,MED,SWR,10,MEDCHAL,13:35:00,57307,SC,SECUNDERABAD JN,27
57327,Dronachellam Guntur Passenger,14:40:00,DHNE,SWR,10,DHONE,05:30:00,57328,GNT,GUNTUR JN,333
57328,Guntur Dhone Passenger,22:30:00,GNT,SWR,20,GUNTUR JN,12:10:00,57327,DHNE,DHONE,333
57381,Guntur Narasapur Fast Passenger,22:40:00,GNT,SWR,5,GUNTUR JN,16:35:00,57382,NS,Narasapur,168
57382,Guntur Passenger,11:35:00,NS,SCR,20,Narasapur,06:15:00,57381,GNT,GUNTUR JN,169
57412,Gudur Tirupati Fast Passenger,13:00:00,GDR,SCR,5,GUDUR JN,10:55:00,57411,TPTY,TIRUPATI MAIN,93
57430,Gudur Tirupati Passenger,20:15:00,GDR,SCR,45,GUDUR JN,17:30:00,57429,TPTY,TIRUPATI MAIN,93
57439,Gooty Dhone Passenger,16:50:00,GY,SCR,20,GOOTY JN,15:30:00,57440,DHNE,DHONE,55
57440,Dhone Gooty Passenger,15:10:00,DHNE,SCR,10,DHONE,14:00:00,57439,GY,GOOTY JN,55
57469,Kurnool Town Guntakal Passenger,22:10:00,KRNT,SCR,20,KURNOOL TOWN,18:50:00,57470,GTL,GUNTAKAL JN,122
57475,Tirupati Guntakal Passenger,19:30:00,TPTY,SCR,30,TIRUPATI MAIN,08:00:00,57476,GTL,GUNTAKAL JN,370
57476,Guntakal Tirupati Passenger,17:55:00,GTL,SCR,55,GUNTAKAL JN,07:00:00,57475,TPTY,TIRUPATI MAIN,370
57501,Nizamabad Bodhan Passenger,07:15:00,NZB,SCR,55,NIZAMABAD,06:20:00,57502,BDHN,Bodhan,26
57502,Bodhan Nizamabad Passenger,08:40:00,BDHN,SCR,55,Bodhan,07:45:00,57503,NZB,NIZAMABAD,26
57503,Nizamabad Bodhan Passenger,19:25:00,NZB,SCR,55,NIZAMABAD,18:30:00,57502,BDHN,Bodhan,26
57504,Bodhan Nizamabad Passenger,20:40:00,BDHN,SCR,55,Bodhan,19:45:00,57503,NZB,NIZAMABAD,26
57516,Nanded-Daund Junction Passenger,11:55:00,NED,SCR,5,HUZUR SAHIB NANDED,20:50:00,57515,DD,DAUND JN,586
57539,Akola Parli Vaijnath Passenger,22:55:00,AK,SCR,40,AKOLA JN,14:15:00,57540,PRLI,PARLI VAIJNATH,296
57540,Akola Passenger,21:00:00,PRLI,SCR,45,PARLI VAIJNATH,13:15:00,57539,AK,AKOLA JN,296
57561,Kacheguda Manmad Passenger,21:00:00,KCG,SCR,10,KACHEGUDA,04:50:00,57562,MMR,MANMAD JN,624
57581,Akola Purna Passenger,11:00:00,AK,SCR,0,AKOLA JN,06:00:00,57582,PAU,PURNA JN,204
57583,Akola Purna Passenger,04:30:00,AK,SCR,30,AKOLA JN,23:00:00,57584,PAU,PURNA JN,207
57448,Mahbubnagar Secunderabad Passenger,19:15:00,MBNR,SCR,5,MAHBUBNAGAR,16:10:00,57447,SC,SECUNDERABAD JN,113
57451,Chikjajur Guntakal Passenger,21:35:00,JRU,SCR,35,CHIKJAJUR JN,15:00:00,57452,GTL,GUNTAKAL JN,233
57453,Bellary Guntakal Passenger,16:10:00,BAY,SCR,20,BELLARY JN,14:50:00,57454,GTL,GUNTAKAL JN,50
57454,Guntakal Bellary Passenger,13:25:00,GTL,SCR,25,GUNTAKAL JN,12:00:00,57453,BAY,BELLARY JN,50
57470,Guntakal Kurnool Town Passenger,07:30:00,GTL,SCR,50,GUNTAKAL JN,04:40:00,57469,KRNT,KURNOOL TOWN,122
57485,Secunderabad Mirzapali Passenger,05:25:00,SC,SCR,45,SECUNDERABAD JN,03:40:00,57486,MZL,MIRZAPALI,71
57486,Mirzapali Secunderabad Passenger,08:05:00,MZL,SCR,15,MIRZAPALI,05:50:00,57485,SC,SECUNDERABAD JN,71
57548,Purna Hyderabad Passenger,20:05:00,PAU,SCR,45,PURNA JN,07:20:00,57547,HYB,HYDERABAD DECCAN,434
57549,Hyderabad Aurangabad Passenger,14:15:00,HYB,SCR,45,HYDERABAD DECCAN,21:30:00,57550,AWB,AURANGABAD,582
57550,Aurangabad-Hyderabad Passenger,07:05:00,AWB,SCR,35,AURANGABAD,15:30:00,57549,HYB,HYDERABAD DECCAN,582
57551,Purna Adilabad Passenger,23:55:00,PAU,SCR,10,PURNA JN,17:45:00,57552,ADB,ADILABAD,216
57552,Adilabad Purna Passenger,20:55:00,ADB,SCR,40,ADILABAD,15:15:00,57551,PAU,PURNA JN,216
57553,Parli Vaijnath Adilabad Passenger,12:45:00,PRLI,SCR,15,PARLI VAIJNATH,04:30:00,57554,ADB,ADILABAD,308
57554,Adilabad Parli Vaijnath Passenger,12:45:00,ADB,SCR,45,ADILABAD,04:00:00,57553,PRLI,PARLI VAIJNATH,308
57557,Nizamabad Nanded Passenger,09:35:00,NZB,SCR,30,NIZAMABAD,06:05:00,57558,NED,HUZUR SAHIB NANDED,110
57558,Nanded Nizamabad Passenger,21:05:00,NED,SCR,50,HUZUR SAHIB NANDED,18:15:00,57557,NZB,NIZAMABAD,110
57582,Purna Akola Passenger,12:30:00,PAU,SCR,30,PURNA JN,07:00:00,57583,AK,AKOLA JN,204
57605,Secunderabad Vikarabad Passenger,09:50:00,SC,SCR,40,SECUNDERABAD JN,08:10:00,57606,VKB,VIKARABAD JN,72
57606,Vikarabad Secunderabad,12:25:00,VKB,SCR,30,VIKARABAD JN,10:55:00,57605,SC,SECUNDERABAD JN,72
57619,Delta Fast Passenger,05:05:00,RAL,SCR,20,Repalle,20:45:00,57620,SC,SECUNDERABAD JN,341
57625,Kakatiya Fast Passenger,04:30:00,SC,SCR,50,SECUNDERABAD JN,18:40:00,57626,MUGR,Manuguru,331
57626,Kakatiya Fast Passenger,09:25:00,MUGR,SCR,10,Manuguru,22:15:00,57625,SC,SECUNDERABAD JN,331
57640,Guntur Tirupati Passanger,11:55:00,GNT,SCR,55,GUNTUR JN,01:00:00,57639,TPTY,TIRUPATI MAIN,382
57641,SOLAPUR - GADAG PASSENGER,17:15:00,SUR,SCR,25,SOLAPUR JN,11:50:00,57642,GDG,GADAG JN,207
57642,GADAG - SOLAPUR PASSENGER,09:50:00,GDG,SCR,5,GADAG JN,04:45:00,57641,SUR,SOLAPUR JN,207
57643,Bagalkot Gadag Passenger,19:25:00,BGK,SCR,55,BAGALKOT,17:30:00,57644,GDG,GADAG JN,94
57644,Gadag Bagalkot Passenger,04:30:00,GDG,SCR,0,GADAG JN,02:30:00,57643,BGK,BAGALKOT,94
57651,Secunderabad Repalle Passenger,20:10:00,SC,SCR,20,SECUNDERABAD JN,10:50:00,57652,RAL,Repalle,341
57652,Repalle Secunderabad Passenger,17:10:00,RAL,SCR,10,Repalle,07:00:00,57651,SC,SECUNDERABAD JN,341
57657,Manuguru Kazipet Passenger,12:00:00,MUGR,SCR,30,Manuguru,06:30:00,57658,KZJ,KAZIPET JN,202
57658,Kazipet Manuguru Passenger,19:05:00,KZJ,SCR,0,KAZIPET JN,13:05:00,57657,MUGR,Manuguru,202
58003,Howrah Bhadrak Passenger,22:15:00,HWH,SER,45,HOWRAH JN,15:30:00,58002,BHC,BHADRAKH,294
58005,Kharagpur Khurda Fast Passenger,12:15:00,KGP,SER,35,KHARAGPUR JN,04:40:00,58006,KUR,KHURDA ROAD JN,341
58006,Kurdha road Kharagpur passenger,23:45:00,KUR,SER,25,KHURDA ROAD JN,16:20:00,58005,KGP,KHARAGPUR JN,341
58011,Howrah Chakradharpur Passenger,09:30:00,HWH,SER,25,HOWRAH JN,23:05:00,58012,CKP,CHAKRADHARPUR,438
58012,Chakradharpur Howrah Passenger,04:20:00,CKP,SER,10,CHAKRADHARPUR,17:10:00,58011,HWH,HOWRAH JN,438
58014,Bokaro Steel City-Howrah Fast Passenger,11:45:00,BKSC,SER,0,BOKARO STEEL CITY,23:45:00,58013,HWH,HOWRAH JN,367
58015,Howrah Adra MEMU Passenger,23:20:00,HWH,SER,35,HOWRAH JN,17:45:00,58016,ADRA,ADRA JN,283
58016,Adra Howrah Passenger,10:05:00,ADRA,SER,35,ADRA JN,04:30:00,58015,HWH,HOWRAH JN,283
51113,Chalisgaon Dhule Mix Passenger,11:45:00,CSN,CR,15,CHALISGAON JN,10:30:00,51114,DHI,Dhule,56
51114,Dhule Chalisgaon Mix Passenger,14:45:00,DHI,CR,15,Dhule,13:30:00,51113,CSN,CHALISGAON JN,56
51115,Chalisgaon Dhule Mix Passenger,18:45:00,CSN,CR,15,CHALISGAON JN,17:30:00,51114,DHI,Dhule,56
51886,DAMOH BINA PASS,09:20:00,DMO,WCR,35,DAMOH,05:45:00,51885,BINA,BINA JN,152
57584,Purna Akola Passenger,03:30:00,PAU,SCR,30,PURNA JN,22:00:00,57583,AK,AKOLA JN,207
57639,Tirupati Guntur Passenger,03:00:00,TPTY,SCR,45,TIRUPATI MAIN,15:15:00,57640,GNT,GUNTUR JN,382
57685,Solapur Bijapur Passenger,22:55:00,SUR,SCR,45,SOLAPUR JN,20:10:00,57686,BJP,BIJAPUR,110
57686,Bijapur Solapur Passenger,02:30:00,BJP,SCR,25,BIJAPUR,00:05:00,57685,SUR,SOLAPUR JN,110
58002,Puri Santargachi Passenger,01:45:00,PURI,SER,5,PURI,09:40:00,58003,SRC,SANTRAGACHI JN,513
58008,Jajpur Keonjhar kharagpur,11:10:00,JJKR,SER,25,JAJPUR KEONJHAR ROAD,05:45:00,58009,KGP,KHARAGPUR JN,222
58009,Kharagpur Jajpur Keonjhar Road Passenger,22:00:00,KGP,SER,5,KHARAGPUR JN,15:55:00,58010,JJKR,JAJPUR KEONJHAR ROAD,222
58010,Chakradharpur Adra Passenger,11:10:00,JJKR,SER,25,JAJPUR KEONJHAR ROAD,05:45:00,58009,KGP,KHARAGPUR JN,222
58017,Kharagpur Asansol Passenger,11:20:00,KGP,SER,50,KHARAGPUR JN,05:30:00,58018,ASN,ASANSOL JN,209
58018,Asansol Adra Kharagpur Passenger,22:25:00,ASN,SER,20,ASANSOL JN,17:05:00,58017,KGP,KHARAGPUR JN,209
58019,Adra Asansol Passenger,15:55:00,ADRA,SER,25,ADRA JN,14:30:00,58020,ASN,ASANSOL JN,41
58020,Asansol Adra Passenger,13:25:00,ASN,SER,15,ASANSOL JN,12:10:00,58019,ADRA,ADRA JN,41
58021,Kharagpur Tatanagar Passenger,12:45:00,KGP,SER,30,KHARAGPUR JN,09:15:00,58022,TATA,TATANAGAR JN,135
58022,Tatanagar Kharagpur MEMU Passenger,21:00:00,TATA,SER,50,TATANAGAR JN,18:10:00,58021,KGP,KHARAGPUR JN,135
58025,Kharagpur-Hatia Passenger,18:05:00,KGP,SER,30,KHARAGPUR JN,08:35:00,58026,HTE,HATIA,336
58026,Hatia Kharagpur Passenger,17:55:00,HTE,SER,55,HATIA,09:00:00,58025,KGP,KHARAGPUR JN,336
58101,Tatanagar Badampahar Passenger,11:10:00,TATA,SER,10,TATANAGAR JN,06:00:00,58102,BMPR,Badampahar,0
58103,Tatanagar Barabil Passenger,21:20:00,TATA,SER,20,TATANAGAR JN,17:00:00,58104,BBN,Barbil,148
58104,Barabil Tatanagar Passenger,09:55:00,BBN,SER,40,Barbil,05:15:00,58103,TATA,TATANAGAR JN,148
58109,Tatanagar Gua Passenger,12:35:00,TATA,SER,20,TATANAGAR JN,08:15:00,58110,GUA,Gua,0
58110,Gua Tatanagar Passenger,19:15:00,GUA,SER,0,Gua,13:15:00,58109,TATA,TATANAGAR JN,0
58111,TATANAGAR - ITWARI Passenger,07:15:00,TATA,SER,45,TATANAGAR JN,06:30:00,58112,ITR,ITWARI,878
58112,ITWARI - TATANAGAR Passenger,00:05:00,ITR,SER,35,ITWARI,21:30:00,58111,TATA,TATANAGAR JN,878
58113,TATA BSP PASS,19:55:00,TATA,SER,25,TATANAGAR JN,06:30:00,58114,BSP,BILASPUR JN,469
58114,BSP TATA PASSENGER,09:50:00,BSP,SER,0,BILASPUR JN,18:50:00,58113,TATA,TATANAGAR JN,471
58116,ROU CKP SARANDA PASSENGER,19:05:00,ROU,SER,5,ROURKELA,16:00:00,58115,CKP,CHAKRADHARPUR,101
58151,Birmitrapur Barsuan Passenger,10:35:00,BRMP,SER,25,Biramitrapur,07:10:00,58152,BXF,Barsuan,103
58152,Barsuan Birmitrapur Passenger,18:00:00,BXF,SER,30,Barsuan,14:30:00,58151,BRMP,Biramitrapur,103
58162,JHARSUGUDA - HATIA Passenger (UnReserved),16:35:00,JSG,SER,5,JHARSUGUDA JN,07:30:00,58161,HTE,HATIA,264
58201,Bilaspur Raipur Passenger,09:20:00,BSP,SECR,40,BILASPUR JN,06:40:00,58202,R,RAIPUR JN,110
58202,Raipur Bilaspur MEMU Local,22:30:00,R,SECR,15,RAIPUR JN,19:15:00,58201,BSP,BILASPUR JN,110
58203,Gevra Raipur Passenger,11:10:00,GAD,SECR,30,Gevra Road,05:40:00,58204,R,RAIPUR JN,215
58204,Raipur Gevra Road Passenger,23:55:00,R,SECR,45,RAIPUR JN,18:10:00,58203,GAD,Gevra Road,215
58205,RAIPUR ITWARI PASS,21:20:00,R,SECR,50,RAIPUR JN,13:30:00,58206,ITR,ITWARI,298
58206,ITWARI RAIPUR MEMU Pass,17:35:00,ITR,SECR,5,ITWARI,07:30:00,58205,R,RAIPUR JN,298
58208,Khariar Raipur Passenger,10:00:00,KSNG,SECR,30,KESINGA,04:30:00,58207,R,RAIPUR JN,216
58215,Jharsuguda Titlagarh Passenger,19:20:00,JSG,SECR,35,JHARSUGUDA JN,12:45:00,58216,TIG,TITLAGARH,232
58216,Titlagarh Jharsuguda Passenger,14:00:00,TIG,SECR,30,TITLAGARH,07:30:00,58215,JSG,JHARSUGUDA JN,232
58117,Jharsuguda Gondia Passenger,22:15:00,JSG,SER,15,JHARSUGUDA JN,07:00:00,58118,G,GONDIA JN,487
58118,Gondia Jharsuguda Passenger,20:15:00,G,SER,15,GONDIA JN,05:00:00,58117,JSG,JHARSUGUDA JN,487
58125,Sambalpur Jharsuguda Passenger,09:00:00,SBP,SER,25,SAMBALPUR,07:35:00,58124,JSG,JHARSUGUDA JN,50
58131,Rourkela-Puri Passenger,00:30:00,ROU,SER,30,ROURKELA,08:00:00,58132,PURI,PURI,525
58132,Puri Rourkela Passenger,20:15:00,PURI,SER,45,PURI,03:30:00,58131,ROU,ROURKELA,549
58133,Rourkela Jharsuguda Passenger,17:10:00,ROU,SER,20,ROURKELA,14:50:00,58134,JSG,JHARSUGUDA JN,101
58134,Jhsrsuguda Rourkela Passenger,11:10:00,JSG,SER,10,JHARSUGUDA JN,09:00:00,58133,ROU,ROURKELA,101
58209,Gevra Bilaspur Passenger,13:35:00,GAD,SECR,45,Gevra Road,10:50:00,58210,BSP,BILASPUR JN,105
58210,Bilaspur Gevra Passenger,10:30:00,BSP,SECR,55,BILASPUR JN,07:35:00,58209,GAD,Gevra Road,105
58213,Jharsuguda Bilaspur Passenger,21:50:00,JSG,SECR,20,JHARSUGUDA JN,17:30:00,58214,BSP,BILASPUR JN,205
58214,Bilaspur Jharsuguda Passenger,11:50:00,BSP,SECR,5,BILASPUR JN,06:45:00,58213,JSG,JHARSUGUDA JN,205
58217,Titlagarh Raipur Passenger,23:55:00,TIG,SECR,15,TITLAGARH,19:40:00,58218,R,RAIPUR JN,202
58218,Raipur Titagarh Passenger,07:10:00,R,SECR,40,RAIPUR JN,02:30:00,58217,TIG,TITLAGARH,202
58220,Chirmiri Bilaspur Passenger Slip,18:15:00,CHRM,WCR,10,Chirmiri,20:05:00,18235,BPL,BHOPAL JN,653
58221,Chirmiri Chandia Passenger,13:55:00,CHRM,SECR,25,Chirmiri,08:30:00,58222,CHD,CHANDIA ROAD,214
58222,Chandia Chirmiri Passenger,19:40:00,CHD,SECR,25,CHANDIA ROAD,14:15:00,58221,CHRM,Chirmiri,214
58223,Manendragarh Ambikapur Passang,12:15:00,MDGR,SECR,50,Manendragarh,07:25:00,58224,ABKP,AMBIKAPUR,124
58224,Ambikapur Manendragarh Passang,17:15:00,ABKP,SECR,30,AMBIKAPUR,12:45:00,58223,MDGR,Manendragarh,124
58401,Cuttack Paradip Passenger,20:55:00,CTC,ECoR,55,CUTTACK,19:00:00,58402,PRDP,Paradip,83
58405,Cuttack Paradip Passenger,16:40:00,CTC,ECoR,40,CUTTACK,15:00:00,58406,PRDP,Paradip,83
58406,Paradip Cuttack Passenger,12:55:00,PRDP,ECoR,10,Paradip,10:45:00,58405,CTC,CUTTACK,83
58407,Khurda Puri Passenger,08:35:00,KUR,ECoR,35,KHURDA ROAD JN,07:00:00,58408,PURI,PURI,44
58408,Puri Khurda Road Passenger,20:05:00,PURI,ECoR,35,PURI,18:30:00,58407,KUR,KHURDA ROAD JN,44
58409,Khurda Puri Passenger,14:00:00,KUR,ECoR,30,KHURDA ROAD JN,12:30:00,58408,PURI,PURI,44
58410,Puri Khurda Road Passenger,00:45:00,PURI,ECoR,40,PURI,23:05:00,58409,KUR,KHURDA ROAD JN,44
58414,Puri Talcher Passenger,23:45:00,PURI,ECoR,10,PURI,16:35:00,58413,TLHR,TALCHER,200
58415,Puri Cuttack Passenger,19:45:00,CTC,ECoR,50,CUTTACK,16:55:00,58416,PURI,PURI,91
58416,Cuttack Puri Passenger,11:10:00,PURI,ECoR,5,PURI,08:05:00,58415,CTC,CUTTACK,91
58417,Puri Gunupur Passenger,20:30:00,PURI,ECoR,40,PURI,07:50:00,58418,GNPR,Gunupur,380
58418,Parlakhemundi Puri Passenger,21:25:00,GNPR,ECoR,25,Gunupur,08:00:00,58417,PURI,PURI,380
58421,Angul Puri Fast Passenger,11:25:00,ANGL,ECoR,5,ANGUL,05:20:00,58422,PURI,PURI,335
58422,Puri Angul Fast Passenger,21:35:00,PURI,ECoR,15,PURI,16:20:00,58421,ANGL,ANGUL,195
58423,Bhadrak Cuttack Passenger,17:40:00,BHC,ECoR,30,BHADRAKH,14:10:00,58424,CTC,CUTTACK,116
58424,Cuttack Bhadrakh Passenger,12:35:00,CTC,ECoR,20,CUTTACK,09:15:00,58423,BHC,BHADRAKH,116
58435,Bhadrakh Cuttack Fast Passenger,18:45:00,BHC,ECoR,0,BHADRAKH,15:45:00,58436,CTC,CUTTACK,116
58436,Cuttack Bhadrakh Fast Passenger,15:05:00,CTC,ECoR,55,CUTTACK,12:10:00,58435,BHC,BHADRAKH,116
58527,Raipur Vishakhapatnam Passenger,22:00:00,R,ECoR,30,RAIPUR JN,05:30:00,58528,VSKP,VISHAKAPATNAM,529
58528,Visakhapatnam Raipur Passenger,19:00:00,VSKP,ECoR,20,VISHAKAPATNAM,02:40:00,58527,R,RAIPUR JN,529
58541,Rayagada Koraput Passenger,15:30:00,RGDA,ECoR,40,RAYAGADA,10:50:00,58542,KRPU,KORAPUT,173
58542,Koraput Rayagada Passenger,10:15:00,KRPU,ECoR,45,KORAPUT,05:30:00,58541,RGDA,RAYAGADA,173
58601,Kharagpur Adra Passenger,21:10:00,KGP,SER,50,KHARAGPUR JN,17:20:00,58602,ADRA,ADRA JN,168
58602,Adra Kharagpur Passenger,10:35:00,ADRA,SER,0,ADRA JN,05:35:00,58601,KGP,KHARAGPUR JN,168
58603,Kharagpur-Dhanbad Passenger,23:05:00,KGP,SER,45,KHARAGPUR JN,14:20:00,58604,DHN,DHANBAD JN,278
58604,Dhanbad Kharagpur Passenger,13:55:00,DHN,SER,25,DHANBAD JN,05:30:00,58603,KGP,KHARAGPUR JN,278
58605,Kharagpur Tatanagar Passenger,18:35:00,KGP,SER,20,KHARAGPUR JN,15:15:00,58606,TATA,TATANAGAR JN,135
58606,Tatanagar Kharagpur Passenger,12:20:00,TATA,SER,20,TATANAGAR JN,09:00:00,58605,KGP,KHARAGPUR JN,135
58220,Chirmiri Bilaspur Passenger,06:45:00,CHRM,SECR,40,Chirmiri,20:05:00,58219,BSP,BILASPUR JN,238
58433,Cuttack Berhampur Fast Passenger,21:45:00,CTC,ECoR,0,CUTTACK,17:45:00,58434,BAM,BRAHMAPUR,194
58434,Berhampur Cuttack Fast Passenger,11:45:00,BAM,ECoR,15,BRAHMAPUR,07:30:00,58433,CTC,CUTTACK,194
58525,Palasa Visakhapatnam Passenger,16:25:00,PSA,ECoR,25,PALASA,09:00:00,58526,VSKP,VISHAKAPATNAM,203
58529,Durg Visakhapatnam Passenger,12:15:00,DURG,ECoR,15,DURG,18:00:00,58530,VSKP,VISHAKAPATNAM,564
